id	mention_id	mention_sentence	mention_value	mention_unit	mention_normalized_value	mention_normalized_unit	mention_token_begin	mention_token_end	expression_id	expression_value	expression_unit	expression	response_id	response	label
22151	72301	With the second row up, there's just 5.4 cubic feet of space.	5.4	cu-feet	153.0306	volume	10	12	24397	600.0	volume	0.166667 * 1.000000 hour (an hour) * 10.000000 liter per minute (rate of flow of water from tap )	32058	a sixth of the rate of flow water from tap in an hour.	1
30131	72362	But those monitoring the issue in Israel say that they sense momentum and that most of the 260,000 land mines lining the borders -- some from wars of decades ago, others placed there by the nation's enemies -- may finally be set for removal in the coming 5 to 10 years, at a cost of about $60 million.	60000000.0	$	60000000.0	money	60	62	22855	162019406.392694	money	0.617210 * 19990000.000000 person (number of employees in the services industry) * 60.000000 minute (time taken for a basketball game) * 71000.000000 USD per year per person (cost of an employee)	21631	half of what it costs to employ everyone in the services industry for the length of a basketball game.	0
21455	77128	Some 7,000 gun shops and dealers dot the border from Brownsville, Texas to San Diego, Calif., Calderon said.	7000.0	gun	7000.0	gun	2	3	20593	15068.493151	gun	0.663636 * 1.000000 day (a day) * 5500000.000000 gun per year (number of guns produced in the us)	38097	half the number of guns produced in the US a day.	1
21455	77128	Some 7,000 gun shops and dealers dot the border from Brownsville, Texas to San Diego, Calif., Calderon said.	7000.0	gun	7000.0	gun	2	3	20595	5022.83105	gun	1.990909 * 8.000000 hour (time taken for a work day) * 5500000.000000 gun per year (number of guns produced in the us)	31596	twice the number of guns produced in the US during the time taken for a work day	0
21455	77128	Some 7,000 gun shops and dealers dot the border from Brownsville, Texas to San Diego, Calif., Calderon said.	7000.0	gun	7000.0	gun	2	3	20599	1988.203957	gun	5.029665 * 190.000000 minute (time taken for a football game) * 5500000.000000 gun per year (number of guns produced in the us)	44726	5 times the number of guns made in the US in the time it takes to play a football game.	1
24575	15791	During frequent trips to Las Vegas, he said he bet US$150,000 (euro110,000) a hand in baccarat, his favorite game.	150000.0	US$	150000.0	money	12	13	22427	802397.260274	money	0.124627 * 99000.000000 person (number of employees at Microsoft) * 1.000000 hour (an hour) * 71000.000000 USD per year per person (cost of an employee)	36522	1/8 times the employee cost per hour by all Microsoft employees combined.	0
24575	15791	During frequent trips to Las Vegas, he said he bet US$150,000 (euro110,000) a hand in baccarat, his favorite game.	150000.0	US$	150000.0	money	12	13	22390	207600.0	money	0.481696 * 4.000000 year (time taken to graduate college) * 51900.000000 USD per year (median income)	37893	one half the median income over the time taken to graduate college	0
29578	14239	Equity Office owns more than 590 buildings totaling more than 105 million square feet (9.45 million square meters) nationwide.	105000000.0	sq-feet	9759855.0	area	11	14	20995	6849315.068493	area	1.460000 * 1.000000 hour (an hour) * 60000.000000 sq-km per year (area of forest logged)	14480	the amount of forest logged in an hour.	0
29578	14239	Equity Office owns more than 590 buildings totaling more than 105 million square feet (9.45 million square meters) nationwide.	105000000.0	sq-feet	9759855.0	area	11	14	21001	1784665.26	area	5.603292 * 441.000000 ac (area of the average farm)	14751	six times the area of the average farm.	1
29578	14239	Equity Office owns more than 590 buildings totaling more than 105 million square feet (9.45 million square meters) nationwide.	105000000.0	sq-feet	9759855.0	area	11	14	20997	21689497.716895	area	0.461053 * 190.000000 minute (time taken for a football game) * 60000.000000 sq-km per year (area of forest logged)	13831	Fifty percent of the area of forest logged times the time taken for a football game.	0
30059	4918	The UN says more than 1,100 people have died in a cholera epidemic, adding to woes such as food shortages and poverty as Zimbabwe struggles with a collapsed economy and eye-popping inflation rates.	1100.0	people	1100.0	person	6	7	21138	292.237443	person	3.421875 * 1.000000 hour (an hour) * 2560000.000000 person per year (death rate in the US)	23552	the number of people who die in the US in a 3-hour period.	1
30059	4918	The UN says more than 1,100 people have died in a cholera epidemic, adding to woes such as food shortages and poverty as Zimbabwe struggles with a collapsed economy and eye-popping inflation rates.	1100.0	people	1100.0	person	6	7	21133	2337.899543	person	0.427734 * 8.000000 hour (time taken for a work day) * 2560000.000000 person per year (death rate in the US)	41002	1/2 the amount of people killed in the US during a work day.	0
30059	4918	The UN says more than 1,100 people have died in a cholera epidemic, adding to woes such as food shortages and poverty as Zimbabwe struggles with a collapsed economy and eye-popping inflation rates.	1100.0	people	1100.0	person	6	7	21128	631.278539	person	1.584087 * 1.000000 hour (an hour) * 5530000.000000 person per year (global death rate)	22940	twice the global hourly death rate.	1
24206	17938	More than 15,000 people auditioned in person and online.	15000.0	people	15000.0	person	3	4	21167	17000.0	person	0.588235 * 17000.000000 person (number of employees at McKinsey)	16440	half the number of employees at McKinsey.	0
24206	17938	More than 15,000 people auditioned in person and online.	15000.0	people	15000.0	person	3	4	21166	16136.0	person	0.619732 * 16136.000000 person (population of Stanford)	37132	1/2 of the population of Stanford.	1
24206	17938	More than 15,000 people auditioned in person and online.	15000.0	people	15000.0	person	3	4	21180	99000.0	person	0.101010 * 99000.000000 person (number of employees at Microsoft)	45279	1/10 times all the Microsoft employees combined.	0
29873	14267	EDF Energy signed up Wednesday as the second national sponsor of the 2012 London Olympics in a deal worth a reported 50 million pounds (US$101.6 million; euro73.8 million).	101600000.0	US$	101600000.0	money	26	28	22861	58095125.388646	money	1.721315 * 5400.000000 sq-meter (Size of an American football field) * 1000.000000 USD per sq-ft (cost of property in the Bay area)	44402	double the cost of purchasing a football field-sized piece of property in the San Francisco Bay area 	1
22536	20256	Net income at Japan's No. 2 car maker climbed to 208.5 billion yen (US$1.83 billion; euro1.29 billion) for its fiscal second quarter, up from 127.9 billion yen in the same period a year ago.	1830000000.0	US$	1830000000.0	money	16	18	23110	5244273972.60274	money	0.190684 * 26960000.000000 person (population of Texas) * 1.000000 day (a day) * 71000.000000 USD per year per person (cost of an employee)	38841	a fifth of a day's wages for everyone living in Texas.	1
22536	20256	Net income at Japan's No. 2 car maker climbed to 208.5 billion yen (US$1.83 billion; euro1.29 billion) for its fiscal second quarter, up from 127.9 billion yen in the same period a year ago.	1830000000.0	US$	1830000000.0	money	16	18	23085	314474885.844749	money	3.179904 * 38800000.000000 person (population of California) * 1.000000 hour (an hour) * 71000.000000 USD per year per person (cost of an employee)	42623	three times the population of California's employees' salary during a hour.	0
23151	14004	In other Nymex trading, heating oil futures rose 2.67 cents to settle at $1.8325 a gallon, while natural gas dropped 11.1 cents to $7.381 per 1,000 cubic feet.	7.381	$	7.381	money	27	28	22053	12.0	money	0.833333 * 12.000000 USD (cost of a meal)	24891	how much a meal costs.	1
27288	41935	Nicolas Leoz, a 79-year-old lawyer from Paraguay who has been CONMEBOL president since 1986, was sent two payments in 2000 totaling US$130,000, the documents said.	130000.0	US$	130000.0	money	24	25	22397	33500.0	money	2.985075 * 33500.000000 USD (cost of a new car)	17336	the cost of three new cares.	0
27288	41935	Nicolas Leoz, a 79-year-old lawyer from Paraguay who has been CONMEBOL president since 1986, was sent two payments in 2000 totaling US$130,000, the documents said.	130000.0	US$	130000.0	money	24	25	22372	106581.050228	money	0.938253 * 789000.000000 person (number of employees in the mining industry) * 1.000000 minute (a minute) * 71000.000000 USD per year per person (cost of an employee)	34468	the cost of an employee for a minute times the number of employees in the mining industry.	0
28491	9002	Past Bonnaroos have attracted up to 90,000 fans; although it has not yet sold out this year, more than 75,000 people are expected, according to Ashley Capps, one of the promoters.	75000.0	people	75000.0	person	22	23	21217	789000.0	person	0.126743 * 789000.000000 person (number of employees in the mining industry)	45075	1/8th the number of people employed in the mining industry	0
28491	9002	Past Bonnaroos have attracted up to 90,000 fans; although it has not yet sold out this year, more than 75,000 people are expected, according to Ashley Capps, one of the promoters.	75000.0	people	75000.0	person	22	23	21214	15150.684932	person	6.600362 * 1.000000 day (a day) * 5530000.000000 person per year (global death rate)	31620	7 times as many people die around the world every day.	0
29168	6310	The fluctuations have sparked some lawmakers and analysts to fear a repeat of 2008, when crude peaked at $147 barrel and retail gasoline hit $4 per gallon after a roller-coaster price ride.	147.0	$	147.0	money	20	21	22106	80.0	money	1.250000 * 1.000000 week (a week) * 80.000000 USD per week (average cost of food)	41040	average food expenses for a week	1
29168	6310	The fluctuations have sparked some lawmakers and analysts to fear a repeat of 2008, when crude peaked at $147 barrel and retail gasoline hit $4 per gallon after a roller-coaster price ride.	147.0	$	147.0	money	20	21	22107	142.191781	money	0.703276 * 1.000000 day (a day) * 51900.000000 USD per year (median income)	38039	the median income earned daily	1
29828	54704	The Premier League champions received an unconditional offer of 80 million pounds ($131 million; euro93 million) for Ronaldo, and unlike in the last offseason is willing to see its 24-year-old star performer join a major European rival.	131000000.0	$	131000000.0	money	14	16	22920	691952815.829528	money	0.144519 * 26960000.000000 person (population of Texas) * 190.000000 minute (time taken for a football game) * 71000.000000 USD per year per person (cost of an employee)	35440	1/7th the salary of the entire populatio of Texas over the course of a football game.	0
29828	54704	The Premier League champions received an unconditional offer of 80 million pounds ($131 million; euro93 million) for Ronaldo, and unlike in the last offseason is willing to see its 24-year-old star performer join a major European rival.	131000000.0	$	131000000.0	money	14	16	22916	571579718.417047	money	0.174954 * 22270000.000000 person (number of employees in the education industry) * 190.000000 minute (time taken for a football game) * 71000.000000 USD per year per person (cost of an employee)	40385	one sixth the cost of the number of employees in the education industry over the time taken for a football game	0
29828	54704	The Premier League champions received an unconditional offer of 80 million pounds ($131 million; euro93 million) for Ronaldo, and unlike in the last offseason is willing to see its 24-year-old star performer join a major European rival.	131000000.0	$	131000000.0	money	14	16	22836	90249429.223744	money	1.108040 * 22270000.000000 person (number of employees in the education industry) * 30.000000 minute (time taken for lunch) * 71000.000000 USD per year per person (cost of an employee)	37069	the cost to pay the employees in the American education industry for the time it takes to eat lunch.	0
29828	54704	The Premier League champions received an unconditional offer of 80 million pounds ($131 million; euro93 million) for Ronaldo, and unlike in the last offseason is willing to see its 24-year-old star performer join a major European rival.	131000000.0	$	131000000.0	money	14	16	22902	21971484.931507	money	4.551354 * 16136.000000 person (population of Stanford) * 1.000000 week (a week) * 71000.000000 USD per year per person (cost of an employee)	35615	5 times the cost to employ the population of Stanford for one week.	1
26377	15659	More than 110,000 people from more than 100 countries belong to Mensa International, headquartered in London.	110000.0	people	110000.0	person	3	4	21218	837422.0	person	0.119414 * 837422.000000 person (population of San Francisco)	22642	an eight of the population in San Francisco.	1
26377	15659	More than 110,000 people from more than 100 countries belong to Mensa International, headquartered in London.	110000.0	people	110000.0	person	3	4	21213	16136.0	person	6.197323 * 16136.000000 person (population of Stanford)	41462	6 times the population at Stanford University	0
22909	50810	In 2005, Japan provided grants totaling 1.3 billion yen (US$11.2 million; euro7.9 million) and 1.7 billion yen (US$14.7 million; euro10.3 million) in technology assistance, according to the latest ministry figures.	14700000.0	US$	14700000.0	money	25	27	22666	19257534.246575	money	0.519277 * 99000.000000 person (number of employees at Microsoft) * 1.000000 day (a day) * 71000.000000 USD per year per person (cost of an employee)	14928	half the daily cost of all the employees at Microsoft.	0
22909	50810	In 2005, Japan provided grants totaling 1.3 billion yen (US$11.2 million; euro7.9 million) and 1.7 billion yen (US$14.7 million; euro10.3 million) in technology assistance, according to the latest ministry figures.	14700000.0	US$	14700000.0	money	25	27	22727	1102823.439878	money	9.067635 * 8164000.000000 person (number of employees in the financial industry) * 1.000000 minute (a minute) * 71000.000000 USD per year per person (cost of an employee)	16976	nine time the amount of dollars it costs to pay all of the employees in the financial industry in a minute.	0
22909	50810	In 2005, Japan provided grants totaling 1.3 billion yen (US$11.2 million; euro7.9 million) and 1.7 billion yen (US$14.7 million; euro10.3 million) in technology assistance, according to the latest ministry figures.	14700000.0	US$	14700000.0	money	25	27	22653	11865753.424658	money	0.842761 * 183000.000000 person (number of employees in the oil industry) * 8.000000 hour (time taken for a work day) * 71000.000000 USD per year per person (cost of an employee)	33796	the cost of oil industry employees during a work day.	1
26089	38784	"""The one-month air drop operation will start in October to drop 1,440 tons of food assistance in Jonglei, Upper Nile and Lakes states where roads are impassable."	1440.0	ton	1306346.4	weight	13	14	24002	2498096.6745	weight	0.400305 * 183000.000000 person (number of employees in the oil industry) * 1.000000 week (a week) * 4.300000 pound per person per day (trash generated in the US)	24156	one half the trash generated in the US in a week by the number of employees in the oil industry	0
26089	38784	"""The one-month air drop operation will start in October to drop 1,440 tons of food assistance in Jonglei, Upper Nile and Lakes states where roads are impassable."	1440.0	ton	1306346.4	weight	13	14	24025	220269.333004	weight	4.539897 * 16136.000000 person (population of Stanford) * 1.000000 week (a week) * 4.300000 pound per person per day (trash generated in the US)	28645	five times the trash generated weekly in the US by a population the size of Stanford	0
27188	47979	Despite a falling dollar that hurts the earnings of global Japanese exporters, Honda reported a record 179.6 billion yen (US$1.68 billion) profit for the fiscal first quarter, up 8 percent from the previous year.	1680000000.0	US$	1680000000.0	money	22	24	23083	3177168949.77169	money	0.314746 * 49000000.000000 person (number of employees on Medicare) * 8.000000 hour (time taken for a work day) * 71000.000000 USD per year per person (cost of an employee)	16437	1/3 times the employee cost during a work day by all the Medicare employees combined.	0
24093	16483	Located in the capital's Canary Wharf district, the building comprises more than 1.2 million square feet (366 million square meters) of space, all of which is leased by Citigroup, the world's largest bank.	1200000.0	sq-feet	111541.2	area	15	18	20971	114155.251142	area	0.876000 * 1.000000 minute (a minute) * 60000.000000 sq-km per year (area of forest logged)	17699	the area of forest logged per minute. 	0
24093	16483	Located in the capital's Canary Wharf district, the building comprises more than 1.2 million square feet (366 million square meters) of space, all of which is leased by Citigroup, the world's largest bank.	1200000.0	sq-feet	111541.2	area	15	18	20973	10000.0	area	10.000000 * 10000.000000 sq-meter (area of a city block)	34286	ten times the area of a city block.	1
30023	21075	Williams was behind bars for most of the 34 years between 1975 and 2009, and during a two-month burst of freedom in 1986, he robbed at least 38 people in Manhattan.	34.0	year	17870400.0	time	9	10	21927	78840000.0	time	0.126839 * 150.000000 year (average lifetime for a tree)	29000	1/8th of an average tree's lifespan	0
30023	21075	Williams was behind bars for most of the 34 years between 1975 and 2009, and during a two-month burst of freedom in 1986, he robbed at least 38 people in Manhattan.	34.0	year	17870400.0	time	9	10	21925	41522400.0	time	0.240834 * 79.000000 year (average lifetime for a person)	22951	1/4 the average lifetime of a paerson	1
26038	35117	In spite of fears that a double-dip recession might be afoot, the total dollar figures were some $50 million higher than last year, and included more than 30 cars whose final prices topped $1 million; more remarkable, perhaps, was that the total easily exceeded that of the market's height in 2008, when $138 million of cars was sold.	1000000.0	$	1000000.0	money	37	39	22576	106581.050228	money	9.382531 * 789000.000000 person (number of employees in the mining industry) * 1.000000 minute (a minute) * 71000.000000 USD per year per person (cost of an employee)	32433	9 times the cost of a minute's wages for all mine workers.	0
26038	35117	In spite of fears that a double-dip recession might be afoot, the total dollar figures were some $50 million higher than last year, and included more than 30 cars whose final prices topped $1 million; more remarkable, perhaps, was that the total easily exceeded that of the market's height in 2008, when $138 million of cars was sold.	1000000.0	$	1000000.0	money	37	39	22511	802397.260274	money	1.246265 * 99000.000000 person (number of employees at Microsoft) * 1.000000 hour (an hour) * 71000.000000 USD per year per person (cost of an employee)	25186	the cost to employ all of Microsoft's employees for an hour.	1
26038	35117	In spite of fears that a double-dip recession might be afoot, the total dollar figures were some $50 million higher than last year, and included more than 30 cars whose final prices topped $1 million; more remarkable, perhaps, was that the total easily exceeded that of the market's height in 2008, when $138 million of cars was sold.	1000000.0	$	1000000.0	money	37	39	22574	113122.07382	money	8.840008 * 837422.000000 person (population of San Francisco) * 1.000000 minute (a minute) * 71000.000000 USD per year per person (cost of an employee)	18614	nine times the cost of employing the population of San Francisco for one minute	0
22920	18867	The United Nations' food program appealed Tuesday for donations of US$22.4 million to feed 1.2 million people in Somalia, one of the most dangerous and impoverished countries in the world.	1200000.0	people	1200000.0	person	17	19	21241	8164000.0	person	0.122489 * 8164000.000000 person (number of employees in the financial industry)	25201	1/8th of the number of people working in finance	0
22920	18867	The United Nations' food program appealed Tuesday for donations of US$22.4 million to feed 1.2 million people in Somalia, one of the most dangerous and impoverished countries in the world.	1200000.0	people	1200000.0	person	17	19	21245	99000.0	person	10.101010 * 99000.000000 person (number of employees at Microsoft)	35228	10 times the number of employees at Microsoft.	1
22920	18867	The United Nations' food program appealed Tuesday for donations of US$22.4 million to feed 1.2 million people in Somalia, one of the most dangerous and impoverished countries in the world.	1200000.0	people	1200000.0	person	17	19	21235	789000.0	person	1.267427 * 789000.000000 person (number of employees in the mining industry)	30805	how many employees are in the mining industry.	0
27594	58280	Taleban fighters clashed with Hezb-i-Islami militia at Ghazni, 140 kms (85 miles) south of Kabul.	85.0	mile	136793.908075	length	13	14	21750	331255.836221	length	0.301881 * 190.000000 minute (time taken for a football game) * 65.000000 mile per hour (highway speed)	25920	one third the distance traveled at highway speed during the time taken for a football game	0
27594	58280	Taleban fighters clashed with Hezb-i-Islami militia at Ghazni, 140 kms (85 miles) south of Kabul.	85.0	mile	136793.908075	length	13	14	21745	168980.709975	length	0.591784 * 60.000000 minute (time taken for a basketball game) * 105.000000 mile per hour (speed of a baseball pitch speed)	38820	1/2 times a pitch during a basketball game.	0
27594	58280	Taleban fighters clashed with Hezb-i-Islami militia at Ghazni, 140 kms (85 miles) south of Kabul.	85.0	mile	136793.908075	length	13	14	21744	59545.583515	length	1.679386 * 37.000000 mile (distance from Stanford to San Francisco)	41366	twice the distance from Stanford to San Francisco.	1
21554	4910	South Korea paid Russia US$20 million (euro12.7 million) for the flight.	20000000.0	US$	20000000.0	money	5	7	22659	6619101.978691	money	1.510779 * 49000000.000000 person (number of employees on Medicare) * 1.000000 minute (a minute) * 71000.000000 USD per year per person (cost of an employee)	39659	what it costs to employ all the people on Medicare every 2 minutes. 	0
21554	4910	South Korea paid Russia US$20 million (euro12.7 million) for the flight.	20000000.0	US$	20000000.0	money	5	7	22657	6787324.429224	money	1.473335 * 837422.000000 person (population of San Francisco) * 60.000000 minute (time taken for a basketball game) * 71000.000000 USD per year per person (cost of an employee)	31693	cost of the entire population of San Francisco to work for the length of a basketball game.	0
24645	71195	Kathleen Sebelius, the secretary of health and human services, estimated that 1.2 million people would gain coverage because of the new requirement.	1200000.0	people	1200000.0	person	14	16	21235	789000.0	person	1.267427 * 789000.000000 person (number of employees in the mining industry)	30800	amount of workers in mining 	1
24645	71195	Kathleen Sebelius, the secretary of health and human services, estimated that 1.2 million people would gain coverage because of the new requirement.	1200000.0	people	1200000.0	person	14	16	21245	99000.0	person	10.101010 * 99000.000000 person (number of employees at Microsoft)	35233	10 times the number of people who work at Microsoft	0
30112	46112	When MTA executives said they planned to seek competitive offers rather than extend the contract for another 100 cars, the company pledged to build a $70 million rail-car facility  downtown if the contract was renewed.	70000000.0	$	70000000.0	money	27	29	22865	52682648.401826	money	1.898158 * 6500000.000000 person (number of employees in the construction industry) * 60.000000 minute (time taken for a basketball game) * 71000.000000 USD per year per person (cost of an employee)	23352	2 times the cost of construction employees during a basketball game.	0
29772	51220	COLUMBUS, Ohio -- There were 501 guns in all, the government says -- revolvers and pistols, Glocks and Rugers, a few rifles, too, a giant cache of firearms suitable for sport or self-protection.	501.0	gun	501.0	gun	7	8	20582	1988.203957	gun	0.502967 * 190.000000 minute (time taken for a football game) * 5500000.000000 gun per year (number of guns produced in the us)	34872	half the number of guns produced in the US in the duration of a football game	1
29772	51220	COLUMBUS, Ohio -- There were 501 guns in all, the government says -- revolvers and pistols, Glocks and Rugers, a few rifles, too, a giant cache of firearms suitable for sport or self-protection.	501.0	gun	501.0	gun	7	8	20584	313.926941	gun	3.185455 * 30.000000 minute (time taken for lunch) * 5500000.000000 gun per year (number of guns produced in the us)	43730	3 times the number of guns produced in the US in the time it takes to have a lunch break.	0
24753	35927	Paragon reported that full-year net profit fell 8.7 percent to 62.8 million pounds (euro88 million; US$129 million) as higher tax charges more than offset a 10 percent gain in pretax operating profit.	129000000.0	US$	129000000.0	money	18	20	22863	180498858.447489	money	0.554020 * 22270000.000000 person (number of employees in the education industry) * 1.000000 hour (an hour) * 71000.000000 USD per year per person (cost of an employee)	32145	have the cost of all the employees in the education industry for one hour..	0
24753	35927	Paragon reported that full-year net profit fell 8.7 percent to 62.8 million pounds (euro88 million; US$129 million) as higher tax charges more than offset a 10 percent gain in pretax operating profit.	129000000.0	US$	129000000.0	money	18	20	22874	218511415.525114	money	0.457642 * 26960000.000000 person (population of Texas) * 1.000000 hour (an hour) * 71000.000000 USD per year per person (cost of an employee)	29918	1/2 of the cost of an employee per hour for the entire population of Texas.	0
24753	35927	Paragon reported that full-year net profit fell 8.7 percent to 62.8 million pounds (euro88 million; US$129 million) as higher tax charges more than offset a 10 percent gain in pretax operating profit.	129000000.0	US$	129000000.0	money	18	20	22857	162895786.30137	money	0.613889 * 837422.000000 person (population of San Francisco) * 1.000000 day (a day) * 71000.000000 USD per year per person (cost of an employee)	28575	one half the cost of employing the population of San Francisco for one day	1
29167	6310	The fluctuations have sparked some lawmakers and analysts to fear a repeat of 2008, when crude peaked at $147 barrel and retail gasoline hit $4 per gallon after a roller-coaster price ride.	147.0	$	147.0	money	20	21	22135	12.0	money	8.333333 * 12.000000 USD (cost of a meal)	38877	the cost of 8 meals.	1
29167	6310	The fluctuations have sparked some lawmakers and analysts to fear a repeat of 2008, when crude peaked at $147 barrel and retail gasoline hit $4 per gallon after a roller-coaster price ride.	147.0	$	147.0	money	20	21	22125	20.586758	money	4.857491 * 2.540000 person (average household size) * 1.000000 hour (an hour) * 71000.000000 USD per year per person (cost of an employee)	22367	5 times the amount it costs to employ a household per hour.	0
21816	13851	Exploration projects led by ExxonMobil Corp. of the U.S. and Austria's OMV AG will spend 1.2 billion New Zealand dollars (US$934 million; euro683 million) looking for new energy fields in the Great South Basin offshore New Zealand, a government official said Wednesday.	934000000.0	US$	934000000.0	money	23	25	23111	180498858.447489	money	5.540201 * 22270000.000000 person (number of employees in the education industry) * 60.000000 minute (time taken for a basketball game) * 71000.000000 USD per year per person (cost of an employee)	27940	six times what it costs to employ everyone in the education industry for the length of a basketball game.	0
21816	13851	Exploration projects led by ExxonMobil Corp. of the U.S. and Austria's OMV AG will spend 1.2 billion New Zealand dollars (US$934 million; euro683 million) looking for new energy fields in the Great South Basin offshore New Zealand, a government official said Wednesday.	934000000.0	US$	934000000.0	money	23	25	23055	529355251.141553	money	1.889091 * 8164000.000000 person (number of employees in the financial industry) * 8.000000 hour (time taken for a work day) * 71000.000000 USD per year per person (cost of an employee)	39365	two times the cost of all employees in the financial industry in a work day.	0
21411	44146	The company's adjusted net profit surged to euro121.8 million (US$160.24 million) in 2006 compared with euro53.1 million a year earlier.	160240000.0	US$	160240000.0	money	13	15	22844	134802739.726027	money	0.741825 * 99000.000000 person (number of employees at Microsoft) * 1.000000 week (a week) * 71000.000000 USD per year per person (cost of an employee)	42213	1/1 the amount of cost to employ the amount of Microsoft employees.	0
21411	44146	The company's adjusted net profit surged to euro121.8 million (US$160.24 million) in 2006 compared with euro53.1 million a year earlier.	160240000.0	US$	160240000.0	money	13	15	22918	598420852.359209	money	0.167106 * 4430000000.000000 person (population of Asia) * 1.000000 minute (a minute) * 71000.000000 USD per year per person (cost of an employee)	41102	1/6 the cost to employ everyone in Asia for one minute.	0
24834	2469	Gasoline inventories fell 1.7 million barrels, when they had expected a 1 million barrel increase.	1000000.0	barrel	159000000.0	volume	13	15	24566	736700000.0	volume	0.135740 * 8.000000 hour (time taken for a work day) * 13900000.000000 barrel per day   (oil produced by the US)	39008	1/7th the amount of oil produced by the US over the course of a work day	1
24834	2469	Gasoline inventories fell 1.7 million barrels, when they had expected a 1 million barrel increase.	1000000.0	barrel	159000000.0	volume	13	15	24660	38195631.826484	volume	2.618100 * 500000000.000000 person (people killed during Iraq war) * 8.000000 hour (time taken for a work day) * 22.100000 gallon per person per year (coffee consumption)	28702	three times the amount of coffee consumed in a work day per the number of people killed in the Iraq War.	0
28693	50464	It was also reported that Cricket Australia faced being sued for up to 60 million Australian dollars (US$53.2 million, euro36 million) by broadcasters who held the rights to televise tour matches in India.	53200000.0	US$	53200000.0	money	19	21	22843	77613698.630137	money	1.288432 * 57000.000000 person (number of employees at Google) * 1.000000 week (a week) * 71000.000000 USD per year per person (cost of an employee)	13537	the same at the cost of google employees in a week.	0
28693	50464	It was also reported that Cricket Australia faced being sued for up to 60 million Australian dollars (US$53.2 million, euro36 million) by broadcasters who held the rights to televise tour matches in India.	53200000.0	US$	53200000.0	money	19	21	22927	11087671.232877	money	9.019026 * 57000.000000 person (number of employees at Google) * 1.000000 day (a day) * 71000.000000 USD per year per person (cost of an employee)	35394	9 times the daily cost of Google's employees.	1
28693	50464	It was also reported that Cricket Australia faced being sued for up to 60 million Australian dollars (US$53.2 million, euro36 million) by broadcasters who held the rights to televise tour matches in India.	53200000.0	US$	53200000.0	money	19	21	22850	66169406.392694	money	1.511272 * 8164000.000000 person (number of employees in the financial industry) * 1.000000 hour (an hour) * 71000.000000 USD per year per person (cost of an employee)	32114	double the cost of employing the financial industry for an hour	0
28648	76130	Each serving: 191 calories; 7 grams protein; 14 grams carbohydrates; 2 grams fiber; 13 grams fat; 8 grams saturated fat; 59 mg.	8.0	gram	0.008	weight	23	24	23187	0.008	weight	1.250000 * 0.008000 kg (Coins of one Euro and one U.S. dollar)	18960	0.001 kg is the weight of one Euro coin and one U.S. dollar.	0
28648	76130	Each serving: 191 calories; 7 grams protein; 14 grams carbohydrates; 2 grams fiber; 13 grams fat; 8 grams saturated fat; 59 mg.	8.0	gram	0.008	weight	23	24	23194	0.001354	weight	7.384182 * 1.000000 person (a person) * 1.000000 minute (a minute) * 4.300000 pound per person per day (trash generated in the US)	37540	seven times the trash generated per person per second	0
28648	76130	Each serving: 191 calories; 7 grams protein; 14 grams carbohydrates; 2 grams fiber; 13 grams fat; 8 grams saturated fat; 59 mg.	8.0	gram	0.008	weight	23	24	23198	0.001	weight	10.000000 * 1.000000 gram (marijuana in a joint)	17790	ten times the marijuana in a single joint	1
28648	76130	Each serving: 191 calories; 7 grams protein; 14 grams carbohydrates; 2 grams fiber; 13 grams fat; 8 grams saturated fat; 59 mg.	8.0	gram	0.008	weight	23	24	23189	0.00344	weight	2.907158 * 2.540000 person (average household size) * 1.000000 minute (a minute) * 4.300000 pound per person per day (trash generated in the US)	36686	3 times the trash generated in the US a minute by the average household.	0
21591	18536	"ANZ Bank predicted in a new report that ""it looks to be a matter of when, not if, NZD/USD will reach US$0.8000, with (its) current rate of appreciation suggesting it will test that level by (the) end of (the current) week."""	0.8	US$	0.8	money	25	26	22008	0.47619	money	2.100000 * 1.000000 hour (an hour) * 80.000000 USD per week (average cost of food)	32107	2 times the cost of food per hour.	0
21591	18536	"ANZ Bank predicted in a new report that ""it looks to be a matter of when, not if, NZD/USD will reach US$0.8000, with (its) current rate of appreciation suggesting it will test that level by (the) end of (the current) week."""	0.8	US$	0.8	money	25	26	22024	8.105023	money	0.123380 * 1.000000 person (a person) * 1.000000 hour (an hour) * 71000.000000 USD per year per person (cost of an employee)	39615	one eighth the cost of an employee per person per hour	0
27223	34567	"The Spring Festival is one of three annual ""Golden Week"" holidays created in 1999 to get China's 1.3 billion people to spend more."	1300000000.0	people	1300000000.0	person	21	23	21350	4430000000.0	person	0.225734 * 4430000000.000000 person (population of Asia)	33412	a quarter of Asia's population	1
29652	4	Betfair received about 600,000 pounds ($980,000) of wagers on the match, Davies said; the average for a first-round match at Wimbledon is less than 100,000 pounds ($163,000).	980000.0	$	980000.0	money	7	8	22547	3641856.925419	money	0.274585 * 26960000.000000 person (population of Texas) * 1.000000 minute (a minute) * 71000.000000 USD per year per person (cost of an employee)	42913	1/4 the cost to employ every Texan for a minute.	0
29652	4	Betfair received about 600,000 pounds ($980,000) of wagers on the match, Davies said; the average for a first-round match at Wimbledon is less than 100,000 pounds ($163,000).	980000.0	$	980000.0	money	7	8	22550	4100100.0	money	0.243896 * 79.000000 year (average lifetime for a person) * 51900.000000 USD per year (median income)	23132	a fourth of the income for an average person over the course of a lifetime.	1
